date,mxn
11/27/2019,19.507299
11/28/2019,19.554649
11/29/2019,19.491449
12/2/2019,19.53595
12/3/2019,19.573999
12/4/2019,19.5495
12/5/2019,19.431101
12/6/2019,19.363001
12/9/2019,19.254749
12/10/2019,19.23
12/11/2019,19.249901
12/12/2019,19.101299
12/13/2019,18.982
12/16/2019,19.034201
12/17/2019,18.93619
12/18/2019,18.917549
12/19/2019,18.9755
12/20/2019,18.909
12/23/2019,18.941299
12/24/2019,18.9345
12/25/2019,18.9627
12/26/2019,18.952101
12/27/2019,18.928499
12/30/2019,18.8279
12/31/2019,18.9177
1/1/2020,18.9174
1/2/2020,18.8988
1/3/2020,18.830299
1/6/2020,18.944759
1/7/2020,18.84145
1/8/2020,18.964199
1/9/2020,18.813999
1/10/2020,18.834801
1/13/2020,18.797621
1/14/2020,18.7901
1/15/2020,18.7938
1/16/2020,18.7827
1/17/2020,18.763
1/20/2020,18.6563
1/21/2020,18.6537
1/22/2020,18.759399
1/23/2020,18.700411
1/24/2020,18.749201
1/27/2020,18.862499
1/28/2020,18.892
1/29/2020,18.724051
1/30/2020,18.6819
1/31/2020,18.7808
2/3/2020,18.866409
2/4/2020,18.8144
2/5/2020,18.671289
2/6/2020,18.587601
2/7/2020,18.6397
2/10/2020,18.800249
2/11/2020,18.7027
2/12/2020,18.642
2/13/2020,18.6404
2/14/2020,18.5951
2/17/2020,18.542999
2/18/2020,18.549999
2/19/2020,18.588949
2/20/2020,18.5501
2/21/2020,18.847401
2/24/2020,19.00771
2/25/2020,19.0366
2/26/2020,19.059999
2/27/2020,19.286619
2/28/2020,19.458969
3/2/2020,19.823099
3/3/2020,19.405001
3/4/2020,19.431601
3/5/2020,19.5172
3/6/2020,19.814501
3/9/2020,21.057501
3/10/2020,20.812229
3/11/2020,20.7894
3/12/2020,21.416599
3/13/2020,21.967199
3/16/2020,21.808611
3/17/2020,22.60099
3/18/2020,22.9606
3/19/2020,23.649719
3/20/2020,24.045771
3/23/2020,24.74621
3/24/2020,25.336201
3/25/2020,24.7687
3/26/2020,24.008101
3/27/2020,23.237101
3/30/2020,23.594601
3/31/2020,23.833
4/1/2020,23.750999
4/2/2020,24.21553
4/3/2020,24.2353
4/6/2020,25.261999
4/7/2020,24.5424
4/8/2020,24.31159
4/9/2020,23.984501
4/10/2020,23.676399
4/13/2020,23.4468
4/14/2020,23.585199
4/15/2020,23.362
4/16/2020,24.239201
4/17/2020,23.760201
4/20/2020,24.026649
4/21/2020,24.010719
4/22/2020,24.368601
4/23/2020,24.4793
4/24/2020,24.76655
4/27/2020,24.9858
4/28/2020,24.749701
4/29/2020,24.2836
4/30/2020,23.742001
5/1/2020,24.2143
5/4/2020,24.83449
5/5/2020,24.0902
5/6/2020,23.973499
5/7/2020,24.4275
5/8/2020,24.02206
5/11/2020,23.625099
5/12/2020,23.92009
5/13/2020,24.363279
5/14/2020,24.185699
5/15/2020,23.851299
5/18/2020,23.93401
5/19/2020,23.7313
5/20/2020,23.665359
5/21/2020,23.195499
5/22/2020,22.87018
5/25/2020,22.66379
5/26/2020,22.5455
5/27/2020,22.212
5/28/2020,22.31138
5/29/2020,22.1989
6/1/2020,22.182301
6/2/2020,22.0424
6/3/2020,21.723801
6/4/2020,21.7208
6/5/2020,21.902479
6/8/2020,21.474899
6/9/2020,21.473
6/10/2020,21.88743
6/11/2020,21.97698
6/12/2020,22.85466
6/15/2020,22.488541
6/16/2020,22.15546
6/17/2020,22.26922
6/18/2020,22.3414
6/19/2020,22.676399
6/22/2020,22.6415
6/23/2020,22.399099
6/24/2020,22.389151
6/25/2020,22.790279
6/26/2020,22.679399
6/29/2020,23.054701
6/30/2020,23.05657
7/1/2020,23.004499
7/2/2020,22.711599
7/3/2020,22.477819
7/6/2020,22.38545
7/7/2020,22.311001
7/8/2020,22.7927
7/9/2020,22.671801
7/10/2020,22.6026
7/13/2020,22.4884
7/14/2020,22.709801
7/15/2020,22.396
7/16/2020,22.318199
7/17/2020,22.41168
7/20/2020,22.49247
7/21/2020,22.488541
7/22/2020,22.296801
7/23/2020,22.370171
7/24/2020,22.478201
7/27/2020,22.287201
7/28/2020,21.9361
7/29/2020,21.933399
7/30/2020,21.9725
7/31/2020,21.995399
8/3/2020,22.260599
8/4/2020,22.6257
8/5/2020,22.628401
8/6/2020,22.371639
8/7/2020,22.402849
8/10/2020,22.404619
8/11/2020,22.4571
8/12/2020,22.4114
8/13/2020,22.3409
8/14/2020,22.1539
8/17/2020,21.9335
8/18/2020,22.1422
8/19/2020,22.1313
8/20/2020,22.174789
8/21/2020,22.088301
8/24/2020,21.959669
8/25/2020,21.973
8/26/2020,21.894699
8/27/2020,21.93087
8/28/2020,22.1329
8/31/2020,21.749901
9/1/2020,21.91255
9/2/2020,21.7453
9/3/2020,21.7269
9/4/2020,21.6987
9/7/2020,21.55295
9/8/2020,21.5942
9/9/2020,21.872419
9/10/2020,21.386999
9/11/2020,21.436649
9/14/2020,21.2675
9/15/2020,21.0648
9/16/2020,21.142
9/17/2020,20.97916
9/18/2020,20.8927
9/21/2020,21.111759
9/22/2020,21.344839
9/23/2020,21.6745
9/24/2020,22.3904
9/25/2020,22.138439
9/28/2020,22.30937
9/29/2020,22.3491
9/30/2020,22.373501
10/1/2020,22.0816
10/2/2020,21.84473
10/5/2020,21.594999
10/6/2020,21.363251
10/7/2020,21.688231
10/8/2020,21.4498
10/9/2020,21.355869
10/12/2020,21.14859
10/13/2020,21.1989
10/14/2020,21.333481
10/15/2020,21.32617
10/16/2020,21.2841
10/19/2020,21.0888
10/20/2020,21.207251
10/21/2020,21.0926
10/22/2020,21.149269
10/23/2020,20.954201
10/26/2020,20.902439
10/27/2020,20.963791
10/28/2020,21.0193
10/29/2020,21.2356
10/30/2020,21.3456
11/2/2020,21.27445
11/3/2020,21.37195
11/4/2020,21.035709
11/5/2020,20.934401
11/6/2020,20.755501
11/9/2020,20.520361
11/10/2020,20.3353
11/11/2020,20.3221
11/12/2020,20.4643
11/13/2020,20.603251
11/16/2020,20.34474
11/17/2020,20.259951
11/18/2020,20.27949
11/19/2020,20.312679
11/20/2020,20.2334
11/23/2020,20.08672
11/24/2020,20.101549
11/25/2020,20.02512
11/26/2020,19.9576
11/27/2020,20.0291
11/30/2020,20.038071
12/1/2020,20.1616
12/2/2020,20.028749
12/3/2020,19.992399
12/4/2020,19.8992
12/7/2020,19.781
12/8/2020,19.89102
12/9/2020,19.775999
12/10/2020,19.87612
12/11/2020,19.9907
12/14/2020,20.077801
12/15/2020,20.228239
12/16/2020,19.92828
12/17/2020,19.871241
12/18/2020,19.821501
12/21/2020,20.093941
12/22/2020,19.982401
12/23/2020,20.1038
12/24/2020,20.048901
12/25/2020,19.868
12/28/2020,19.86968
12/29/2020,20.00625
12/30/2020,19.934999
12/31/2020,19.8909
1/1/2021,19.8745
1/4/2021,19.8475
1/5/2021,19.94245
1/6/2021,19.902201
1/7/2021,19.655769
1/8/2021,20.000099
1/11/2021,20.050489
1/12/2021,20.062401
1/13/2021,19.79443
1/14/2021,19.836349
1/15/2021,19.723351
1/18/2021,19.843519
1/19/2021,19.69565
1/20/2021,19.636
1/21/2021,19.585011
1/22/2021,19.737061
1/25/2021,19.942881
1/26/2021,20.105169
1/27/2021,19.9883
1/28/2021,20.33153
1/29/2021,20.252251
2/1/2021,20.505289
2/2/2021,20.36816
2/3/2021,20.13768
2/4/2021,20.197081
2/5/2021,20.38719
2/8/2021,20.111389
2/9/2021,20.103069
2/10/2021,20.083851
2/11/2021,20.029289
2/12/2021,19.96628
2/15/2021,19.936769
2/16/2021,19.949301
2/17/2021,20.22554
2/18/2021,20.21254
2/19/2021,20.308229
2/22/2021,20.48745
2/23/2021,20.742029
2/24/2021,20.513269
2/25/2021,20.37756
2/26/2021,20.9109
3/1/2021,20.78957
3/2/2021,20.65403
3/3/2021,20.603411
3/4/2021,20.956091
3/5/2021,21.13341
3/8/2021,21.255301
3/9/2021,21.492491
3/10/2021,21.18882
3/11/2021,20.902121
3/12/2021,20.615
3/15/2021,20.71158
3/16/2021,20.666691
3/17/2021,20.5993
3/18/2021,20.36277
3/19/2021,20.4839
3/22/2021,20.660801
3/23/2021,20.57539
3/24/2021,20.807911
3/25/2021,20.882999
3/26/2021,20.683029
3/29/2021,20.63253
3/30/2021,20.60738
3/31/2021,20.576
4/1/2021,20.4291
4/2/2021,20.291389
4/5/2021,20.30522
4/6/2021,20.305731
4/7/2021,20.174459
4/8/2021,20.2113
4/9/2021,20.09894
4/12/2021,20.16041
4/13/2021,20.14443
4/14/2021,20.067499
4/15/2021,20.08606
4/16/2021,19.9359
4/19/2021,19.918301
4/20/2021,19.81345
4/21/2021,19.947001
4/22/2021,19.8866
4/23/2021,19.933001
4/26/2021,19.852539
4/27/2021,19.858601
4/28/2021,20.0326
4/29/2021,19.89167
4/30/2021,20.0243
5/3/2021,20.195801
5/4/2021,20.187799
5/5/2021,20.193899
5/6/2021,20.251169
5/7/2021,20.0851
5/10/2021,19.892401
5/11/2021,19.912951
5/12/2021,19.96369
5/13/2021,20.142
5/14/2021,19.950399
5/17/2021,19.870399
5/18/2021,19.761299
5/19/2021,19.847879
5/20/2021,19.933001
5/21/2021,19.8888
5/24/2021,19.937349
5/25/2021,19.874001
5/26/2021,19.9058
5/27/2021,19.8708
5/28/2021,19.951851
5/31/2021,19.9261
6/1/2021,19.9175
6/2/2021,19.961201
6/3/2021,19.8948
6/4/2021,20.1404
6/7/2021,19.943899
6/8/2021,19.822399
6/9/2021,19.70208
6/10/2021,19.73028
6/11/2021,19.703199
6/14/2021,19.870899
6/15/2021,19.9431
6/16/2021,20.021299
6/17/2021,20.397881
6/18/2021,20.4107
6/21/2021,20.622
6/22/2021,20.50585
6/23/2021,20.3393
6/24/2021,20.195869
6/25/2021,19.846901
6/28/2021,19.808201
6/29/2021,19.817169
6/30/2021,19.803101
7/1/2021,19.934429
7/2/2021,20.010099
7/5/2021,19.798109
7/6/2021,19.8249
7/7/2021,20.01166
7/8/2021,19.950399
7/9/2021,19.9811
7/12/2021,19.860701
7/13/2021,19.8274
7/14/2021,20.0422
7/15/2021,19.900949
7/16/2021,19.92939
7/19/2021,19.9042
7/20/2021,20.038099
7/21/2021,20.136049
7/22/2021,20.147141
7/23/2021,20.102751
7/26/2021,20.0583
7/27/2021,20.0243
7/28/2021,19.9541
7/29/2021,19.913799
7/30/2021,19.8514
8/2/2021,19.8657
8/3/2021,19.901699
8/4/2021,19.8626
8/5/2021,19.9604
8/6/2021,19.928261
8/9/2021,20.069799
8/10/2021,20.06987
8/11/2021,20.070499
8/12/2021,19.929501
8/13/2021,19.95138
8/16/2021,19.8577
8/17/2021,19.8801
8/18/2021,19.997549
8/19/2021,20.03904
8/20/2021,20.1672
8/23/2021,20.3815
8/24/2021,20.317949
8/25/2021,20.2061
8/26/2021,20.216101
8/27/2021,20.366501
8/30/2021,20.164301
8/31/2021,20.13925
9/1/2021,20.059601
9/2/2021,19.997749
9/3/2021,19.962351
9/6/2021,19.909
9/7/2021,19.8881
9/8/2021,19.927799
9/9/2021,19.9275
9/10/2021,19.9216
9/13/2021,19.865499
9/14/2021,19.862
9/15/2021,19.897301
9/16/2021,19.8445
9/17/2021,19.94055
9/20/2021,20.018499
9/21/2021,20.11894
9/22/2021,20.1287
9/23/2021,20.08676
9/24/2021,20.0529
9/27/2021,20.053499
9/28/2021,20.0895
9/29/2021,20.329769
9/30/2021,20.501101
10/1/2021,20.6154
10/4/2021,20.4182
10/5/2021,20.5016
10/6/2021,20.5702
10/7/2021,20.557501
10/8/2021,20.654131
10/11/2021,20.72315
10/12/2021,20.847
10/13/2021,20.780001
10/14/2021,20.553699
10/15/2021,20.5418
10/18/2021,20.347
10/19/2021,20.397499
10/20/2021,20.222099
10/21/2021,20.2215
10/22/2021,20.2932
10/25/2021,20.1889
10/26/2021,20.1705
10/27/2021,20.196911
10/28/2021,20.3048
10/29/2021,20.378401
11/1/2021,20.5527
11/2/2021,20.8396
11/3/2021,20.7803
11/4/2021,20.5317
11/5/2021,20.5459
11/8/2021,20.372801
11/9/2021,20.332951
11/10/2021,20.319151
11/11/2021,20.6064
11/12/2021,20.636431
11/15/2021,20.524191
11/16/2021,20.594801
11/17/2021,20.753799
11/18/2021,20.645399
11/19/2021,20.759501
11/22/2021,20.86084
11/23/2021,20.9937
11/24/2021,21.265499
11/25/2021,21.4009
11/26/2021,21.6245
11/29/2021,21.729601
11/30/2021,21.680799
12/1/2021,21.4118
12/2/2021,21.471569
12/3/2021,21.30854
12/6/2021,21.221001
12/7/2021,21.2237
12/8/2021,21.0282
12/9/2021,20.9258
12/10/2021,20.950701
12/13/2021,20.876301
12/14/2021,20.993601
12/15/2021,21.218901
12/16/2021,21.033199
12/17/2021,20.819401
12/20/2021,20.8293
12/21/2021,20.7554
12/22/2021,20.8225
12/23/2021,20.7104
12/24/2021,20.628099
12/27/2021,20.607201
12/28/2021,20.683599
12/29/2021,20.662201
12/30/2021,20.558001
12/31/2021,20.459101
